Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       2/1904189     TermComputeRWSequence [521]
                0.00    0.00       2/1904189     GetDefinitions [1046]
                0.00    0.00       2/1904189     KBOVarGreater [65]
                0.00    0.00       2/1904189     ConjectureRelativeTermWeightExit [1094]
                0.00    0.00       3/1904189     SatClauseSetCheckUnsat [1102]
                0.00    0.00       3/1904189     ClauseSetScanAC [1029]
                0.00    0.00       4/1904189     DoLiteralSelection [39]
                0.00    0.00       4/1904189     GetHeuristic <cycle 9> [701]
                0.00    0.00       5/1904189     TypeHasBool [1040]
                0.00    0.00       5/1904189     PObjTreeNodes [1009]
                0.00    0.00       5/1904189     SizeMallocReal.lto_priv.37 [1089]
                0.00    0.00       5/1904189     PrioFunPreferNonAppVar [1038]
                0.00    0.00       8/1904189     SigSymbolUnifiesWithVar [208]
                0.00    0.00       9/1904189     WFormulaOfClause [1052]
                0.00    0.00      11/1904189     TBTermPosReplace [265]
                0.00    0.00      15/1904189     TypeDeclareIsNotPredicate [746]
                0.00    0.00      19/1904189     FVIndexPrint [212]
                0.00    0.00      25/1904189     DStrFGetS [911]
                0.00    0.00      26/1904189     ClauseEliminateNakedBooleanVariables [649]
                0.00    0.00      29/1904189     ConjectureTermTfIdfWeightExit [912]
                0.00    0.00      31/1904189     RandWeightExit [1032]
                0.00    0.00      34/1904189     ClauseSetUnfoldEqDefNormalize [362]
                0.00    0.00      38/1904189     PDTreePrint [316]
                0.00    0.00      47/1904189     TypeBankAppEncodeTypes [1005]
                0.00    0.00      47/1904189     ConjectureStrucDistanceWeightExit [1001]
                0.00    0.00      53/1904189     FixedDArrayCopy [925]
                0.00    0.00      54/1904189     CheckOptionLetterString [805]
                0.00    0.00      65/1904189     DStrCopy [956]
                0.00    0.00      69/1904189     SecureFClose [900]
                0.00    0.00      81/1904189     GenericFunWeightExit [978]
                0.00    0.00     101/1904189     TFormulaNegate [924]
                0.00    0.00     116/1904189     TermIsPrefix [759]
                0.00    0.00     143/1904189     ExecuteSchedule [858]
                0.00    0.00     172/1904189     ClauseRefinedWeightExit [937]
                0.00    0.00     189/1904189     RawSpecFeaturesPrint [931]
                0.00    0.00     238/1904189     ClausePosNextParamodPair [842]
                0.00    0.00     349/1904189     SubstMguPossiblyPartial [187]
                0.00    0.00     491/1904189     FreqVectorMin [873]
                0.00    0.00     679/1904189     DocClauseApplyDefs [790]
                0.00    0.00     693/1904189     TrivialWeightExit [909]
                0.00    0.00     726/1904189     ClauseERNormalizeVar [164]
                0.00    0.00     731/1904189     PDArrayElementIncInt [246]
                0.00    0.00     749/1904189     ClauseQueryLiteral [598]
                0.00    0.00     811/1904189     ClauseOrientWeightExit [905]
                0.00    0.00     812/1904189     ClauseIsTautology [136]
                0.00    0.00     905/1904189     OrderParmsPrint [232]
                0.00    0.00     923/1904189     ClauseCPosGetSubterm [86]
                0.00    0.00    1163/1904189     ClausePosNextEqResLiteral [268]
                0.00    0.00    1424/1904189     HCBClauseSetDeleteBadClauses [305]
                0.00    0.00    1901/1904189     VarWeightExit [895]
                0.00    0.00    2935/1904189     ClauseTPosTreePrint [269]
                0.00    0.00    3285/1904189     StrTreeTraverseNext [791]
                0.00    0.00    3530/1904189     IndexFPPrint [322]
                0.00    0.00    3874/1904189     PListDelete <cycle 5> [328]
                0.00    0.00    3938/1904189     DiversityWeightExit [885]
                0.00    0.00    4684/1904189     DDArraySelectPart [148]
                0.00    0.00    5945/1904189     SecureStrdup [881]
                0.00    0.00    6838/1904189     PQueueIncIndex [314]
                0.00    0.00    7060/1904189     FIndexAddPLFormulaSet [321]
                0.00    0.00    9745/1904189     PDArrayAddVarDistrib [82]
                0.00    0.00   12339/1904189     NumXTreeTraverseNext [827]
                0.00    0.00   27696/1904189     DerivationPrintNoFrame [308]
                0.00    0.00   61006/1904189     FPIndexPrintDot [166]
                0.00    0.00  141910/1904189     ESTermTop [213]
                0.00    0.00  145321/1904189     EqnListCollectSubterms [165]
                0.00    0.00  170150/1904189     RegMemCleanUp [138]
                0.00    0.00  318299/1904189     TermCopyNormalizeVars [111]
                0.00    0.00  961595/1904189     SizeMallocReal.lto_priv.418 [170]
[795]    0.0    0.00    0.00 1904189         SecureMalloc [795]
-----------------------------------------------
                0.00    0.00 1745471/1745471     IndexFP7Create [274]
[796]    0.0    0.00    0.00 1745471         TermFPSample [796]
                0.00    0.00 1745471/1745471     TermFPSampleFO [797]
-----------------------------------------------
                0.00    0.00 1745471/1745471     TermFPSample [796]
[797]    0.0    0.00    0.00 1745471         TermFPSampleFO [797]
-----------------------------------------------
                0.00    0.00      57/1272923     TFormulaToCNF [497]
                0.00    0.00     184/1272923     ComputeAllEqualityFactors [296]
                0.00    0.00    1337/1272923     ComputeAllEqnResolvents [355]
                0.00    0.00 1271345/1272923     update_clause_info [815]
[798]    0.0    0.00    0.00 1272923         ClauseSetTPTPType [798]
-----------------------------------------------
                0.00    0.00  630123/1266440     DoLiteralSelection [39]
                0.00    0.00  636317/1266440     ClauseSimParamodConstruct [26]
[799]    0.0    0.00    0.00 1266440         EqnListDelProp [799]
-----------------------------------------------
                0.00    0.00 1234327/1234327     ClauseAddEvaluation [21]
[800]    0.0    0.00    0.00 1234327         PrioFunConstPrio [800]
-----------------------------------------------
                0.00    0.00 1234270/1234270     ClauseAddEvaluation [21]
[801]    0.0    0.00    0.00 1234270         PrioFunSimulateSOS [801]
-----------------------------------------------
                0.00    0.00      60/1139133     ComputeSubtermsGeneralizations [713]
                0.00    0.00    2334/1139133     tree_to_array [586]
                0.00    0.00   91313/1139133     PStackReset [253]
                0.00    0.00  278091/1139133     compute_into_pm_pos_clause [45]
                0.00    0.00  767335/1139133     compute_from_pm_pos_clause [37]
[802]    0.0    0.00    0.00 1139133         NumTreeTraverseNext [802]
                0.00    0.00  776408/2521146     StrTreeTraverseNext [791]
-----------------------------------------------
                0.00    0.00 1126354/1126354     PQueueBuryP [360]
[803]    0.0    0.00    0.00 1126354         pqueue_bury [803]
-----------------------------------------------
                0.00    0.00  107324/964562      compute_pos_into_pm_term [44]
                0.00    0.00  200278/964562      compute_pos_from_pm_term [36]
                0.00    0.00  273449/964562      compute_into_pm_pos_clause [45]
                0.00    0.00  383511/964562      compute_from_pm_pos_clause [37]
[804]    0.0    0.00    0.00  964562         ClausePosGetOtherSide [804]
-----------------------------------------------
                0.00    0.00  787237/787237      IntArrayAlloc [806]
[805]    0.0    0.00    0.00  787237         CheckOptionLetterString [805]
                0.00    0.00      54/1904189     SecureMalloc [795]
-----------------------------------------------
                0.00    0.00  787237/787237      clause_subsumes_clause [74]
[806]    0.0    0.00    0.00  787237         IntArrayAlloc [806]
                0.00    0.00  787237/787237      CheckOptionLetterString [805]
-----------------------------------------------
                0.00    0.00  780682/780682      PQueueStoreP [361]
[807]    0.0    0.00    0.00  780682         pqueue_store [807]
-----------------------------------------------
                0.00    0.00      62/708439      ProcessSpecificClause [195]
                0.00    0.00   15015/708439      ProcessClause [11]
                0.00    0.00  693362/708439      rw_desc_cell_alloc [384]
[808]    0.0    0.00    0.00  708439         ClauseSetListGetMaxDate [808]
-----------------------------------------------
                0.00    0.00     102/698674      WFormulaFree [966]
                0.00    0.00  698572/698674      ClauseFree [157]
[809]    0.0    0.00    0.00  698674         ClauseInfoFree [809]
                0.00    0.00      34/68          ProofStatePropDocQuote [983]
-----------------------------------------------
                0.00    0.00      57/687105      ClauseArchiveCopy [547]
                0.00    0.00      57/687105      TFormulaToCNF [497]
                0.00    0.00      57/687105      ProofStateInit [401]
                0.00    0.00     160/687105      ClauseERNormalizeVar [164]
                0.00    0.00     184/687105      ComputeAllEqualityFactors [296]
                0.00    0.00     409/687105      ClauseArchive [468]
                0.00    0.00    1337/687105      ComputeAllEqnResolvents [355]
                0.00    0.00    1938/687105      ProofStateResetProcessedSet [282]
                0.00    0.00    2063/687105      ClauseContextualSimplifyReflect [67]
                0.00    0.00    6234/687105      ClauseNegativeSimplifyReflect [143]
                0.00    0.00   38292/687105      ClauseRemoveSuperfluousLiterals [181]
                0.00    0.00  268231/687105      compute_into_pm_pos_clause [45]
                0.00    0.00  368086/687105      compute_from_pm_pos_clause [37]
[810]    0.0    0.00    0.00  687105         ClausePushDerivation [810]
                0.00    0.00 1972075/1975943     PStackCopy [793]
                0.00    0.00  640356/2614286     DocClauseApplyDefs [790]
-----------------------------------------------
                0.00    0.00      10/662236      compute_precedence_from_array [642]
                0.00    0.00      21/662236      tb_subterm_parse <cycle 3> [953]
                0.00    0.00      24/662236      SigCountSymbols [1087]
                0.00    0.00      28/662236      ClauseSetCollectArityInformation [641]
                0.00    0.00      44/662236      init_conj_vector [727]
                0.00    0.00      44/662236      init_relevance_vector2 [418]
                0.00    0.00      48/662236      SigCountAritySymbols [1086]
                0.00    0.00      77/662236      eqn_parse_infix [564]
                0.00    0.00     948/662236      TFormulaFCodeAlloc [528]
                0.00    0.00  660992/662236      SigSymbolUnifiesWithVar [208]
[811]    0.0    0.00    0.00  662236         SigIsPredicate [811]
-----------------------------------------------
                0.00    0.00       6/658063      TableauStartRule [626]
                0.00    0.00     578/658063      SplitClauseFresh [415]
                0.00    0.00    2294/658063      ground_backward_contract [258]
                0.00    0.00   99104/658063      ground_complete_neg_eqns [202]
                0.00    0.00  102916/658063      EqnListExtractByProps [846]
                0.00    0.00  453165/658063      EqnListDeleteElement [430]
[812]    0.0    0.00    0.00  658063         EqnListExtractElement [812]
-----------------------------------------------
                0.00    0.00     184/637838      ComputeAllEqualityFactors [296]
                0.00    0.00    1337/637838      ComputeAllEqnResolvents [355]
                0.00    0.00  268231/637838      compute_into_pm_pos_clause [45]
                0.00    0.00  368086/637838      compute_from_pm_pos_clause [37]
[813]    0.0    0.00    0.00  637838         DocClauseCreation [813]
-----------------------------------------------
                0.00    0.00  636317/636317      EqnListAppend [319]
[814]    0.0    0.00    0.00  636317         eqn_list_find_last [814]
-----------------------------------------------
                0.00    0.00  268231/636317      compute_into_pm_pos_clause [45]
                0.00    0.00  368086/636317      compute_from_pm_pos_clause [37]
[815]    0.0    0.00    0.00  636317         update_clause_info [815]
                0.00    0.00 1271345/1272923     ClauseSetTPTPType [798]
-----------------------------------------------
                0.00    0.00       1/632272      ClausePrintAnswer [1109]
                0.00    0.00       1/632272      ClauseEvaluateAnswerLits [1041]
                0.00    0.00      62/632272      ProcessSpecificClause [195]
                0.00    0.00   15016/632272      ProcessClause [11]
                0.00    0.00  617192/632272      HCBClauseEvaluate [17]
[816]    0.0    0.00    0.00  632272         ClauseIsSemFalse [816]
-----------------------------------------------
                0.00    0.00      57/630346      ProofStateInit [401]
                0.00    0.00      62/630346      ProcessSpecificClause [195]
                0.00    0.00   15015/630346      ProcessClause [11]
                0.00    0.00  615212/630346      insert_new_clauses [12]
[817]    0.0    0.00    0.00  630346         check_watchlist [817]
-----------------------------------------------
                0.00    0.00   15077/630123      replacing_inferences [471]
                0.00    0.00  615046/630123      insert_new_clauses [12]
[818]    0.0    0.00    0.00  630123         ControlledClauseSplit [818]
-----------------------------------------------
                0.00    0.00  617192/617192      HCBClauseEvaluate [17]
[819]    0.0    0.00    0.00  617192         ClauseAddEvalCell [819]
-----------------------------------------------
                0.00    0.00  617135/617135      ClauseAddEvaluation [21]
[820]    0.0    0.00    0.00  617135         PrioFunPreferProcessed [820]
-----------------------------------------------
                0.00    0.00  104623/488134      compute_pos_into_pm_term [44]
                0.00    0.00  383511/488134      compute_from_pm_pos_clause [37]
[821]    0.0    0.00    0.00  488134         sim_paramod_q [821]
-----------------------------------------------
                              426080             FormulaSetDocInital [822]
                0.00    0.00       1/444997      main [1]
                0.00    0.00    2200/444997      OverlapIndexDeleteFromClause [443]
                0.00    0.00    4400/444997      OverlapIndexDeleteIntoClause2 [357]
                0.00    0.00   11282/444997      term_collect_into_terms_pos2 [882]
                0.00    0.00   28480/444997      ClauseCollectFromTermsPos [850]
                0.00    0.00   44394/444997      OverlapIndexInsertFromClause [386]
                0.00    0.00  162046/444997      OverlapIndexInsertIntoClause2 [245]
                0.00    0.00  192194/444997      term_collect_into_terms_pos [845]
[822]    0.0    0.00    0.00  444997+426080  FormulaSetDocInital [822]
                              426080             FormulaSetDocInital [822]
-----------------------------------------------
                0.00    0.00       2/338315      CreateScanner [689]
                0.00    0.00       2/338315      ParseFilename [749]
                0.00    0.00       2/338315      TSMWeightParse [665]
                0.00    0.00       3/338315      GetHeuristic <cycle 9> [701]
                0.00    0.00      11/338315      WeightFunDefParse [342]
                0.00    0.00      20/338315      parse_single_wfcb_item [338]
                0.00    0.00      34/338315      WFormulaTSTPParse [508]
                0.00    0.00      34/338315      ClauseSourceInfoPrint [1019]
                0.00    0.00     175/338315      scan_ident [351]
                0.00    0.00     346/338315      TestId [872]
                0.00    0.00     366/338315      TBTermParseReal <cycle 3> [576]
                0.00    0.00     376/338315      TermParseOperator [585]
                0.00    0.00     648/338315      FuncSymbParse [584]
                0.00    0.00     904/338315      HeuristicDefParse [289]
                0.00    0.00    3963/338315      ParsePrioFun [465]
                0.00    0.00    3963/338315      WeightFunParse [343]
                0.00    0.00   29338/338315      ParseFloat [394]
                0.00    0.00   32883/338315      scan_int [408]
                0.00    0.00  265245/338315      read_char [824]
[823]    0.0    0.00    0.00  338315         DStrView [823]
-----------------------------------------------
                0.00    0.00     384/270977      CreateStream [1067]
                0.00    0.00  270593/270977      StreamNextChar [825]
[824]    0.0    0.00    0.00  270977         read_char [824]
                0.00    0.00  265245/338315      DStrView [823]
-----------------------------------------------
                0.00    0.00      40/270593      scan_C_comment [704]
                0.00    0.00    1684/270593      scan_line_comment [540]
                0.00    0.00    9641/270593      scan_white [475]
                0.00    0.00   47513/270593      scan_token [334]
                0.00    0.00   50069/270593      scan_int [408]
                0.00    0.00  161646/270593      scan_ident [351]
[825]    0.0    0.00    0.00  270593         StreamNextChar [825]
                0.00    0.00  270593/270977      read_char [824]
-----------------------------------------------
                0.00    0.00       2/252196      ParseFilename [749]
                0.00    0.00       3/252196      GetHeuristic <cycle 9> [701]
                0.00    0.00       6/252196      RandWeightParse [690]
                0.00    0.00      16/252196      eqn_parse_infix [564]
                0.00    0.00      23/252196      WeightFunDefListParse [599]
                0.00    0.00      34/252196      WFormulaTSTPParse [508]
                0.00    0.00      41/252196      tptp_quantor_parse [671]
                0.00    0.00      54/252196      assoc_tform_tstp_parse <cycle 6> [662]
                0.00    0.00      56/252196      quantified_tform_tstp_parse <cycle 6> [617]
                0.00    0.00      84/252196      eqn_parse_real [565]
                0.00    0.00     168/252196      TermParseOperator [585]
                0.00    0.00     199/252196      TFormulaTSTPParse <cycle 6> [674]
                0.00    0.00     217/252196      tb_term_parse_arglist <cycle 3> [597]
                0.00    0.00     272/252196      TBTermParseReal <cycle 3> [576]
                0.00    0.00     497/252196      literal_tform_tstp_parse <cycle 6> [527]
                0.00    0.00     544/252196      FuncSymbParse [584]
                0.00    0.00     904/252196      HeuristicDefParse [289]
                0.00    0.00    1810/252196      HeuristicDefListParse [290]
                0.00    0.00    3963/252196      WeightFunDefParse [342]
                0.00    0.00    3972/252196      parse_single_wfcb_item [338]
                0.00    0.00    3972/252196      HeuristicParse [333]
                0.00    0.00   10747/252196      ParseIntLimited [424]
                0.00    0.00   11485/252196      TestId [872]
                0.00    0.00   22276/252196      ParseFloat [394]
                0.00    0.00   93687/252196      CheckInpTok [836]
                0.00    0.00   97164/252196      scan_real_token [336]
[826]    0.0    0.00    0.00  252196         TestTok [826]
-----------------------------------------------
                0.00    0.00     198/230798      PStackPushStack [1015]
                0.00    0.00  230600/230798      PStackGrow [833]
[827]    0.0    0.00    0.00  230798         NumXTreeTraverseNext [827]
                0.00    0.00   12339/1904189     SecureMalloc [795]
-----------------------------------------------
                0.00    0.00    2348/224750      NumTreeExtractEntry [901]
                0.00    0.00   15186/224750      NumTreeInsert [837]
                0.00    0.00  207216/224750      NumTreeFind [829]
[828]    0.0    0.00    0.00  224750         numtree_print [828]
-----------------------------------------------
                0.00    0.00       1/207260      EPCtrlSetFindProc [1135]
                0.00    0.00      20/207260      create_var_renaming_de_bruin [702]
                0.00    0.00      20/207260      TermCopyRenameVars [718]
                0.00    0.00      36/207260      get_subterm_generalizing_vars [787]
                0.00    0.00   94691/207260      IntMapGetVal [155]
                0.00    0.00  112492/207260      IntMapGetRef [134]
[829]    0.0    0.00    0.00  207260         NumTreeFind [829]
                0.00    0.00  207216/224750      numtree_print [828]
-----------------------------------------------
                0.00    0.00     122/204549      TFormulaCollectClause [506]
                0.00    0.00     184/204549      ComputeEqualityFactor [391]
                0.00    0.00    2294/204549      ground_backward_contract [258]
                0.00    0.00   99033/204549      ground_complete_neg_eqns [202]
                0.00    0.00  102916/204549      EqnListExtractByProps [846]
[830]    0.0    0.00    0.00  204549         EqnListInsertElement [830]
-----------------------------------------------
                0.00    0.00       1/197944      ParseFilename [749]
                0.00    0.00       6/197944      DStrSet [1068]
                0.00    0.00   11138/197944      ParseFloat [394]
                0.00    0.00   89635/197944      scan_real_token [336]
                0.00    0.00   97164/197944      scan_token [334]
[831]    0.0    0.00    0.00  197944         DStrReset [831]
-----------------------------------------------
                0.00    0.00  129892/129892      ClauseSortLiterals [309]
[832]    0.0    0.00    0.00  129892         EqnListFromArray [832]
-----------------------------------------------
                0.00    0.00       6/115300      DoLiteralSelection [39]
                0.00    0.00      10/115300      ClauseContradictsSetSubst [849]
                0.00    0.00    6255/115300      DocClauseApplyDefs [790]
                0.00    0.00  109029/115300      WTFormulaConjunctiveNF3 [519]
[833]    0.0    0.00    0.00  115300         PStackGrow [833]
                0.00    0.00  230600/230798      NumXTreeTraverseNext [827]
-----------------------------------------------
                0.00    0.00       6/110119      FoldUpAtNode <cycle 10> [621]
                0.00    0.00  110113/110119      ClauseContextualSimplifyReflect [67]
[834]    0.0    0.00    0.00  110119         ClauseFlipLiteralSign [834]
-----------------------------------------------
                0.00    0.00       1/98190       CreateScanner [689]
                0.00    0.00       1/98190       process_short_option [1201]
                0.00    0.00       1/98190       FormulaSetFree [1150]
                0.00    0.00       6/98190       DestroyStream [1070]
                0.00    0.00       6/98190       EPCtrlFree [1073]
                0.00    0.00       7/98190       process_long_option [1063]
                0.00    0.00      13/98190       ClauseTableauFree [407]
                0.00    0.00      34/98190       WFormulaTSTPParse [508]
                0.00    0.00      34/98190       ClauseSourceInfoPrint [1019]
                0.00    0.00      56/98190       quantified_tform_tstp_parse <cycle 6> [617]
                0.00    0.00      84/98190       DestroyScanner [1069]
                0.00    0.00     263/98190       ClauseSetFree [115]
                0.00    0.00     544/98190       TBTermParseReal <cycle 3> [576]
                0.00    0.00   97140/98190       scan_token [334]
[835]    0.0    0.00    0.00   98190         DStrFree [835]
                0.00    0.00     664/1481        SecureFClose [900]
-----------------------------------------------
                0.00    0.00       1/93687       parse_spec [504]
                0.00    0.00       1/93687       ProofControlInit [288]
                0.00    0.00       2/93687       LIFOEvalParse [728]
                0.00    0.00       2/93687       UniqWeightParse [729]
                0.00    0.00       3/93687       GetHeuristic <cycle 9> [701]
                0.00    0.00       9/93687       eqn_parse_infix [564]
                0.00    0.00      10/93687       RandWeightParse [690]
                0.00    0.00      10/93687       DefaultWeightParse [700]
                0.00    0.00      21/93687       tptp_operator_parse [692]
                0.00    0.00      21/93687       TSMWeightParse [665]
                0.00    0.00      22/93687       WeightFunDefParse [342]
                0.00    0.00      29/93687       assoc_tform_tstp_parse <cycle 6> [662]
                0.00    0.00      34/93687       ClauseTypeParse [684]
                0.00    0.00      41/93687       tptp_quantor_parse [671]
                0.00    0.00      52/93687       RelevanceLevelWeightParse [622]
                0.00    0.00      97/93687       quantified_tform_tstp_parse <cycle 6> [617]
                0.00    0.00     144/93687       StaggeredWeightParse [520]
                0.00    0.00     150/93687       ClauseWeightAgeParse [577]
                0.00    0.00     188/93687       tb_term_parse_arglist <cycle 3> [597]
                0.00    0.00     204/93687       WFormulaTSTPParse [508]
                0.00    0.00     213/93687       literal_tform_tstp_parse <cycle 6> [527]
                0.00    0.00     234/93687       SymTypeWeightParse [541]
                0.00    0.00     250/93687       ConjectureSimplifiedSymbolWeightParse [537]
                0.00    0.00     341/93687       DiversityWeightParse [526]
                0.00    0.00     480/93687       ConjectureTermPrefixWeightParse [511]
                0.00    0.00     544/93687       FuncSymbParse [584]
                0.00    0.00     567/93687       OrientLMaxWeightParse [503]
                0.00    0.00     666/93687       PNRefinedWeightParse [502]
                0.00    0.00    1070/93687       ClauseWeightParse [490]
                0.00    0.00    1380/93687       ConjectureSymbolWeightParse [476]
                0.00    0.00    1624/93687       FIFOEvalParse [486]
                0.00    0.00    1703/93687       RelevanceLevelWeightParse2 [455]
                0.00    0.00    1808/93687       HeuristicDefParse [289]
                0.00    0.00    3963/93687       ParsePrioFun [465]
                0.00    0.00    3963/93687       WeightFunParse [343]
                0.00    0.00    4851/93687       ClauseRefinedWeightParse [417]
                0.00    0.00    4876/93687       HeuristicParse [333]
                0.00    0.00   10699/93687       ParseIntLimited [424]
                0.00    0.00   11102/93687       ParseFloat [394]
                0.00    0.00   11916/93687       parse_single_wfcb_item [338]
                0.00    0.00   14136/93687       CheckInpTokNoSkip [869]
                0.00    0.00   16260/93687       ConjectureRelativeSymbolWeightParse [376]
[836]    0.0    0.00    0.00   93687         CheckInpTok [836]
                0.00    0.00   93687/252196      TestTok [826]
-----------------------------------------------
                0.00    0.00      20/70311       create_var_renaming_de_bruin [702]
                0.00    0.00      36/70311       get_subterm_generalizing_vars [787]
                0.00    0.00    8049/70311       add_new_tree_node [612]
                0.00    0.00   62206/70311       NumTreeStore [841]
[837]    0.0    0.00    0.00   70311         NumTreeInsert [837]
                0.00    0.00   15186/224750      numtree_print [828]
-----------------------------------------------
                               84022             EqnHasAppVar [838]
                0.00    0.00   70116/70116       EqnListToStack [870]
[838]    0.0    0.00    0.00   70116+84022   EqnHasAppVar [838]
                0.00    0.00       1/1904189     SecureMalloc [795]
                               84022             EqnHasAppVar [838]
-----------------------------------------------
                               27698             Condense [839]
                0.00    0.00   69937/69937       ClauseContextualSimplifyReflect [67]
[839]    0.0    0.00    0.00   69937+27698   Condense [839]
                               27698             Condense [839]
-----------------------------------------------
                0.00    0.00      24/66608       ComputeSubtermsGeneralizations [713]
                0.00    0.00      34/66608       TermCopyNormalizeVarsAlpha [691]
                0.00    0.00     328/66608       tree_to_array [586]
                0.00    0.00    2313/66608       IntMapFree [483]
                0.00    0.00   63909/66608       ClauseTPosFree [406]
[840]    0.0    0.00    0.00   66608         NumTreeFree [840]
                0.00    0.00  317157/2521146     StrTreeTraverseNext [791]
-----------------------------------------------
                0.00    0.00       6/62206       EPCtrlSetAddProc [1074]
                0.00    0.00    1276/62206       IntMapGetRef [134]
                0.00    0.00    2935/62206       array_to_tree [505]
                0.00    0.00   57989/62206       ClauseTPosTreeInsertPos [358]
[841]    0.0    0.00    0.00   62206         NumTreeStore [841]
                0.00    0.00   62206/2521146     StrTreeTraverseNext [791]
                0.00    0.00   62206/70311       NumTreeInsert [837]
-----------------------------------------------
                               57808             ClausePosNextParamodPair [842]
                0.00    0.00    3553/61733       find_first_eq_factor_partner [891]
                0.00    0.00   58180/61733       ComputeEqualityFactor [391]
[842]    0.0    0.00    0.00   61733+57808   ClausePosNextParamodPair [842]
                0.00    0.00     238/1904189     SecureMalloc [795]
                               57808             ClausePosNextParamodPair [842]
-----------------------------------------------
                0.00    0.00   48844/48844       DoLiteralSelection [39]
[843]    0.0    0.00    0.00   48844         SelectNoLiterals [843]
-----------------------------------------------
                0.00    0.00     160/46749       ClauseERNormalizeVar [164]
                0.00    0.00    2063/46749       ClauseContextualSimplifyReflect [67]
                0.00    0.00    6234/46749       ClauseNegativeSimplifyReflect [143]
                0.00    0.00   38292/46749       ForwardModifyClause [66]
[844]    0.0    0.00    0.00   46749         DocClauseModification [844]
-----------------------------------------------
                              120029             term_collect_into_terms_pos [845]
                0.00    0.00    8721/39824       term_collect_into_terms_pos2 [882]
                0.00    0.00   12731/39824       eqn_collect_into_terms_pos2 [857]
                0.00    0.00   18372/39824       eqn_collect_into_terms_pos [856]
[845]    0.0    0.00    0.00   39824+120029  term_collect_into_terms_pos [845]
                0.00    0.00  192194/444997      FormulaSetDocInital [822]
                              120029             term_collect_into_terms_pos [845]
-----------------------------------------------
                0.00    0.00   37464/37464       ClauseIsTautology [136]
[846]    0.0    0.00    0.00   37464         EqnListExtractByProps [846]
                0.00    0.00  102916/658063      EqnListExtractElement [812]
                0.00    0.00  102916/204549      EqnListInsertElement [830]
-----------------------------------------------
                               69108             SubtermTreePrintDummy [847]
                0.00    0.00    4400/34554       subterm_index_delete_set [306]
                0.00    0.00   30154/34554       subterm_index_insert_set [188]
[847]    0.0    0.00    0.00   34554+69108   SubtermTreePrintDummy [847]
                               69108             SubtermTreePrintDummy [847]
-----------------------------------------------
                               61905             ProofStateFilterUnprocessed [848]
                0.00    0.00       1/32747       ProofStateInit [401]
                0.00    0.00       7/32747       ProcessClause [11]
                0.00    0.00   32739/32747       remove_subsumed [97]
[848]    0.0    0.00    0.00   32747+61905   ProofStateFilterUnprocessed [848]
                               61905             ProofStateFilterUnprocessed [848]
-----------------------------------------------
                                7930             ClauseContradictsSetSubst [849]
                0.00    0.00       3/30761       WFCBAdminAlloc [1191]
                0.00    0.00    3963/30761       WeightFunDefParse [342]
                0.00    0.00    7926/30761       WFCBAdminAddWFCB [888]
                0.00    0.00   18869/30761       WFCBAdminFindWFCB [884]
[849]    0.0    0.00    0.00   30761+7930    ClauseContradictsSetSubst [849]
                0.00    0.00      10/115300      PStackGrow [833]
                0.00    0.00       1/1904189     SecureMalloc [795]
                                7930             ClauseContradictsSetSubst [849]
-----------------------------------------------
                0.00    0.00   15077/30154       OverlapIndexInsertFromClause [386]
                0.00    0.00   15077/30154       ComputeIntoParamodulants [41]
[850]    0.0    0.00    0.00   30154         ClauseCollectFromTermsPos [850]
                0.00    0.00   28480/444997      FormulaSetDocInital [822]
-----------------------------------------------
                               93504             RemoveContextualSRClauses [851]
                0.00    0.00   23376/23376       ComputeAllEqualityFactors [296]
[851]    0.0    0.00    0.00   23376+93504   RemoveContextualSRClauses [851]
                               93504             RemoveContextualSRClauses [851]
-----------------------------------------------
                0.00    0.00   22694/22694       IntMapIterAlloc [133]
[852]    0.0    0.00    0.00   22694         NumTreeLimitedTraverseInit [852]
                0.00    0.00   50729/2521146     StrTreeTraverseNext [791]
-----------------------------------------------
                0.00    0.00       1/18814       ParseFilename [749]
                0.00    0.00       2/18814       TableauStartRule [626]
                0.00    0.00       3/18814       CreateScanner [689]
                0.00    0.00       6/18814       DStrSet [1068]
                0.00    0.00       7/18814       AttemptToCloseBranchesWithSuperpositionSerial <cycle 10> [8]
                0.00    0.00      17/18814       ClauseTableauMasterCopy [494]
                0.00    0.00      30/18814       ClauseTableauExtensionRule <cycle 10> [283]
                0.00    0.00      34/18814       DStrAppendInt [1021]
                0.00    0.00      34/18814       SubstDStrPrint [683]
                0.00    0.00      38/18814       ClauseTableauBranchClosureRuleWrapper <cycle 10> [462]
                0.00    0.00      68/18814       ClauseTableauChildCopy [501]
                0.00    0.00     102/18814       ClauseSourceInfoPrint [1019]
                0.00    0.00     272/18814       FuncSymbParse [584]
                0.00    0.00   18200/18814       ParseFloat [394]
[853]    0.0    0.00    0.00   18814         DStrAppendStr [853]
                0.00    0.00     416/438         SecureRealloc [914]
-----------------------------------------------
                               16804             SubtermPosFree <cycle 4> [473]
[854]    0.0    0.00    0.00   16804         ClauseTPosTreeFree <cycle 4> [854]
                               16804             PObjTreeFree <cycle 4> [393]
-----------------------------------------------
                               16804             PObjTreeFree <cycle 4> [393]
